Sample Observation Choice Path Beta1 Beta2 Beta3 Beta4 IsObservedPath Probability
1 3 2 2353-3328-3122-5269-2354-2356-2358-2077-2075-2073-7093-7096-7561 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 0 3.667484e-03
1 3 3 2353-3328-3122-6234-6232-4019-3906-2073-7093-7096-7561 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 0 1.259217e-01
1 3 4 2353-3328-5237-3326-3324-3322-3320-7561 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 0 8.704108e-01
1 3 5 2353-3328-5237-3326-3324-3322-3320-7561 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 0 8.704108e-01
1 4 1 5343-2307-2305-4508-2303-4510-2301-3157-7143-6864-4514-4512-3156-3154-3152-3150-4673-2154-6808-2152-6823-3650-3161-6919-7072-6913-7718 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 0 8.741923e-01
1 4 2 5343-2307-2305-4508-2303-4510-2301-3157-7143-6864-4514-4512-3156-3154-3152-3150-4673-2154-6808-2152-6823-3650-3161-6919-7072-6913-7718 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 0 8.741923e-01
1 4 3 5343-5944-2308-5946-4508-2303-4510-2301-3157-7143-6864-4514-4512-3156-3154-3152-3150-4673-2154-6808-2152-6823-3650-3161-6919-7072-6913-7718 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 0 1.253393e-01
1 4 4 5343-2307-1419-2309-5945-2307-2305-4508-2303-4510-2301-3157-7143-6864-4514-4512-3156-3154-3152-1827-4671-7281-6768-1312-2154-6808-2152-6823-3650-3161-6919-7072-6913-7718 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 0 4.684578e-04
1 4 5 5343-2307-2305-4508-2303-4510-2301-3157-7143-6864-4514-4512-3156-3154-3152-3150-4673-2154-6808-2152-6823-3650-3161-6919-7072-6913-7718 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 0 8.741923e-01
1 5 1 2514-2512-2510-2448-5516-5514-3154-3152-3150-4673-2154-6808-2152-6823-3650-3161-6919-6914-6916-7714 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 1 6.723501e-01
1 5 2 2514-2512-2510-2448-5516-5514-3154-3152-3150-4673-2154-6808-2152-6823-3650-3161-6919-6914-6916-6905-6907-6916-7714 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 0 7.036171e-02
1 5 3 2514-2512-2505-2507-2509-5648-5514-3154-3152-3150-4673-2154-6808-2152-6823-3650-3161-6919-6914-6916-7714 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 0 1.671162e-01
1 5 4 2514-1837-5645-5643-2509-5648-5514-3154-3152-3150-4673-2154-6808-2152-6823-3650-3648-2383-2384-6903-7714 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 0 9.017197e-02
1 5 5 2514-2512-2510-2448-5516-5514-3154-3152-3150-4673-2154-6808-2152-6823-3650-3161-6919-6914-6916-7714 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 1 6.723501e-01
1 6 1 2345-1468-5935-5580-1232-7248-7251-2753-5270-5269-5832-5268-5267-1129-3964-6739-4663-2147-6795-2149-7288-7185-7183-6797-2151-6824-2153-6809-2155-4674-7179-6826-7181-2629-5114-5069-5115-1808-5102-1123-3070-2463-1300-2465-5143-1125-5140-5145-5149-5165-5107-1447-1449-7386 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 0 1.154380e-01
1 6 2 2345-1468-5935-5580-1232-7248-7251-2753-5270-5269-5832-5268-5267-1129-3964-6739-4663-2147-6795-2149-7288-7185-7183-6797-2151-6824-2153-6809-2155-4674-7179-6826-7181-2629-5114-5069-5115-1808-5102-5100-5098-5097-5143-5142-5139-5159-5095-1122-7386 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 0 2.875731e-01
1 6 3 2345-1468-5935-5580-1232-7248-7251-2753-5270-5269-5832-5268-5267-1129-3964-6739-4663-2147-6795-2149-7288-7185-7183-6797-2151-6824-2153-6809-2155-4674-7179-6826-7181-2629-5114-5069-5115-1808-5102-5100-5098-5103-1125-5140-5145-5149-5165-5107-1447-1449-7386 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 0 5.845915e-01
1 6 4 2345-1468-5935-5580-1232-7248-7251-2753-5270-5269-5832-5268-5267-1129-3964-6739-4663-2147-6795-2149-7288-7185-7183-6797-2151-6824-2153-6809-2155-4674-7179-6826-7181-2629-5114-5069-5115-1808-5102-5100-5098-5097-5143-5142-5139-5159-5095-1122-7386 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 0 2.875731e-01
1 6 5 2345-1468-5935-5580-1232-7248-7251-2753-5270-5269-5832-5268-5267-1129-3964-6739-4663-2147-6795-2149-7288-7185-7183-6797-2151-6824-2153-6809-2155-4674-7179-6826-7181-2629-5114-5069-5115-1808-5102-5100-5098-5103-5142-5139-5159-5095-1122-2218-1862-1447-1449-7386 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 0 1.239736e-02
1 7 1 5404-5403-5402-4670-970-6535-6533-972-7193-7191-6545-4913-7651 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 0 8.047950e-01
1 7 2 5404-5403-5402-4670-970-6535-6533-972-7193-7191-6545-4913-7651 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 0 8.047950e-01
1 7 3 5404-5403-5402-4670-970-6535-6533-972-7193-7191-6545-4913-7651 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 0 8.047950e-01
1 7 4 5404-5405-4670-970-6535-6533-972-7193-7191-6545-4913-7651 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 0 1.952050e-01
1 7 5 5404-5403-5402-4670-970-6535-6533-972-7193-7191-6545-4913-7651 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 0 8.047950e-01
1 8 1 5398-3087-7150-5674-7272-5088-5093-6875-6876-3963-5087-6743-4686-6304-6751-6750-6734-7171-7170-4654-6303-6741-4678-7121-6757-7119-6850-6302-6300-6848-6298-4142-4144-4146-6839-4148-6841-6722-7707 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 0 8.635364e-01
1 8 2 5398-3087-7150-5674-7272-5088-5093-6875-6876-3963-5087-6743-4686-6304-6751-6750-6734-7171-7170-4654-6303-6741-4678-7121-6757-7119-6850-6302-6300-6848-6298-4142-4144-4146-6839-4148-6841-6722-7707 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 0 8.635364e-01
1 8 3 5398-3087-7150-5674-7272-5088-5093-6875-6876-3963-5087-6743-4686-6304-6751-6750-6734-7171-7170-4654-6303-6741-4678-7121-6757-7119-6850-6302-6300-6848-6298-4142-4144-4146-6839-4148-6841-6722-7707 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 0 8.635364e-01
1 8 4 5398-3087-7150-5674-7272-5088-5093-6875-6876-3963-3964-5271-6743-4686-6304-6751-6750-6734-7171-7170-4654-6303-6741-4678-7121-6757-7119-6850-6302-6300-6848-6298-4142-4144-4146-6839-4148-6841-6722-7707 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 0 1.364636e-01
1 8 5 5398-3087-7150-5674-7272-5088-5093-6875-6876-3963-5087-6743-4686-6304-6751-6750-6734-7171-7170-4654-6303-6741-4678-7121-6757-7119-6850-6302-6300-6848-6298-4142-4144-4146-6839-4148-6841-6722-7707 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 0 8.635364e-01
1 9 1 6235-4479-6316-4477-4473-6732-4475-4471-623-4469-5558-4701-4703-4697-4699-4467-4243-4465-6728-6730-4242-4240-4238-4236-4234-4504-4502-4288-4290-7631 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 1 1
1 9 2 6235-4479-6316-4477-4473-6732-4475-4471-623-4469-5558-4701-4703-4697-4699-4467-4243-4465-6728-6730-4242-4240-4238-4236-4234-4504-4502-4288-4290-7631 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 1 1
1 9 3 6235-4479-6316-4477-4473-6732-4475-4471-623-4469-5558-4701-4703-4697-4699-4467-4243-4465-6728-6730-4242-4240-4238-4236-4234-4504-4502-4288-4290-7631 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 1 1
1 9 4 6235-4479-6316-4477-4473-6732-4475-4471-623-4469-5558-4701-4703-4697-4699-4467-4243-4465-6728-6730-4242-4240-4238-4236-4234-4504-4502-4288-4290-7631 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 1 1
1 9 5 6235-4479-6316-4477-4473-6732-4475-4471-623-4469-5558-4701-4703-4697-4699-4467-4243-4465-6728-6730-4242-4240-4238-4236-4234-4504-4502-4288-4290-7631 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 1 1
1 10 1 4267-5804-6677-6672-4269-4263-6301-6849-7118-6756-7120-6708-1130-5084-7173-7172-6740-4677-6735-6844-4655-6742-4685-3962-3338-3337-3328-5237-3326-3324-3322-3320-6978-7731 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 0 4.615007e-01
1 10 2 4267-4271-4265-4269-4263-6301-6849-7118-6756-7120-6708-1130-5084-7173-7172-6740-4677-6735-6844-4655-6742-4685-3962-3338-3337-2352-2354-6353-6351-4019-3906-2073-7093-7096-6978-7731 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 0 5.349098e-01
1 10 3 4267-5804-6670-5272-5274-5276-2282-5278-2280-5281-4676-713-6684-6872-2051-7173-7172-6740-4677-6735-6844-4655-6742-4685-3962-3338-3337-3328-5237-3326-3324-3322-3320-7095-7094-7093-7096-3321-7098-7066-6976-7731 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 0 7.290918e-06
1 10 4 4267-4271-4265-4269-4263-6301-6849-7118-6756-7120-6708-1130-5084-7173-7172-6740-4677-1708-1707-6742-4685-3962-3338-3138-6421-6419-6417-6375-3145-3147-6397-6395-2363-3119-997-2075-2073-7093-7096-6978-7731 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 0 5.144401e-05
1 10 5 4267-5804-6677-6672-4269-4263-6301-6849-7118-6756-7120-6708-1130-5084-7173-7172-6740-4677-1708-1707-6742-4685-3962-3338-3337-2352-2354-6353-6357-6360-6358-3906-2073-7093-7096-6978-7731 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 0 3.530823e-03
1 11 1 6429-6431-6433-6435-567-7340 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 1 1
1 11 2 6429-6431-6433-6435-567-7340 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 1 1
1 11 3 6429-6431-6433-6435-567-7340 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 1 1
1 11 4 6429-6431-6433-6435-567-7340 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 1 1
1 11 5 6429-6431-6433-6435-567-7340 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 1 1
1 12 1 4289-4287-4501-4503-4233-703-5290-5288-5286-5278-2280-5281-4676-713-6684-6872-2051-7173-7172-6740-4677-1708-1707-6742-4685-5085-1129-3964-6739-4663-2147-6795-2149-7288-7185-7183-6797-2151-6824-2153-6809-2155-4674-7179-6826-7181-2629-4682-2277-5110-5112-5129-3743-7585 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 0 2.190745e-02
1 12 2 4289-4287-4501-4503-4233-703-5290-5288-5286-5278-2280-5281-4676-713-6684-6872-2051-7173-7172-6740-4677-6735-6844-4655-6742-4685-5085-1129-3964-6739-4663-2147-6795-2149-7288-7185-7183-6797-2151-6824-2153-6809-2155-4674-7179-6826-7181-2629-4682-2277-1225-1-2467-5616-5618-1852-5605-5603-5183-7585 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 0 2.858115e-01
1 12 3 4289-4287-4501-4503-4233-703-5290-5288-5286-5278-2280-5281-4676-6683-6872-2051-7173-7172-6740-4677-6735-6844-4655-6742-4685-5085-1129-3964-6739-4663-2147-6795-2149-7288-7185-7183-6797-2151-6824-2153-6809-2155-4674-7179-6826-7181-2629-4682-2277-5110-5112-5129-3743-7585 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 1 1.327664e-01
1 12 4 4289-4287-4501-4503-4233-703-5290-5288-5286-5278-2280-5281-4676-6683-6872-2051-7173-7172-6740-4677-6735-6844-4655-6742-4685-5085-1129-3964-6739-4663-2147-6795-2149-7288-7185-7183-6797-2151-6824-2153-6809-2155-4674-7179-6826-7181-2629-4682-2277-1225-1-2467-5616-5618-1852-5605-5603-5183-7585 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 0 5.595147e-01
1 12 5 4289-4287-4501-4503-4233-703-5290-5288-5286-5278-2280-5281-4676-713-6684-6872-2051-7173-7172-6740-4677-6735-6844-4655-6742-4685-5085-1129-3964-6739-4663-2147-6795-2149-7288-7185-7183-6797-2151-6824-2153-6809-2155-4674-7179-6826-7181-2629-4682-2277-1225-1-2467-5616-5618-1852-5605-5603-5183-7585 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 0 2.858115e-01
1 13 1 3665-3367-3363-3349-3347-4684-3345-3343-3338-7544 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 0 5.059865e-01
1 13 2 3665-3367-3363-3349-3347-4684-3345-3343-3338-7544 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 0 5.059865e-01
1 13 3 3665-3367-3363-3349-3347-4684-3345-3343-3338-7544 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 0 5.059865e-01
1 13 4 3665-3370-3691-3351-3349-3347-4684-3345-3343-3338-7544 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 1 4.911480e-01
1 13 5 3665-3370-3694-3693-3691-3351-3349-3347-4684-3345-3343-3338-7544 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 0 2.865541e-03
1 14 1 2671-2663-2661-3645-3647-3161-6919-7072-6913-7718 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 0 8.765991e-01
1 14 2 2671-2663-2661-3645-3647-3161-6919-7072-6913-7718 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 0 8.765991e-01
1 14 3 2671-2663-2661-3645-3647-3161-6919-7072-6913-7718 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 0 8.765991e-01
1 14 4 2671-2663-2661-3645-2383-2384-6903-6905-6909-6913-7718 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 0 1.234009e-01
1 14 5 2671-2663-2661-3645-3647-3161-6919-7072-6913-7718 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 0 8.765991e-01
1 15 1 6550-113-386-394-112-423-421-419-417-416-3095-7274-5088-5093-5092-5091-5090-6877-5835-433-6880-6737-4659-5064-5063-4710-4709-6469-4190-7620 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 0 1.761647e-02
1 15 2 6550-421-115-381-399-378-380-385-383-381-414-416-3095-7274-5088-5093-5092-5091-5090-6877-5835-433-6880-6737-4659-5064-5063-4710-4709-6469-4190-7620 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 0 3.467413e-05
1 15 3 6550-113-383-381-414-416-3095-7274-5088-5093-5092-5091-5090-6877-5835-433-6880-6737-4659-5064-5063-4710-4709-6469-4190-7620 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 0 4.015275e-02
1 15 4 6550-421-419-417-416-3095-7274-5088-5093-5092-5091-5090-6877-5835-433-6880-6737-4659-5064-5063-4710-4709-6469-4190-7620 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 0 9.421961e-01
1 15 5 6550-421-419-417-416-3095-7274-5088-5093-5092-5091-5090-6877-5835-433-6880-6737-4659-5064-5063-4710-4709-6469-4190-7620 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 0 9.421961e-01
1 16 1 3337-3328-5237-3326-3324-7104-5823-6968-7727 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 0 4.632621e-01
1 16 2 3337-3328-5237-3326-3324-7104-5823-6968-7727 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 0 4.632621e-01
1 16 3 3337-3328-5237-3326-7100-5825-5831-6968-7727 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 0 5.363999e-01
1 16 4 3337-3328-5237-3326-7100-6963-5823-6968-7102-7103-3325-7100-5825-5831-6968-7727 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 0 3.379832e-04
1 16 5 3337-3328-5237-3326-7100-5825-5831-6968-7727 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 0 5.363999e-01
1 17 1 6666-2458-6662-2456-1434-2454-1432-2452-2450-2448-5516-5649-5647-2499-4511-4513-6863-7142-3158-2300-4509-2302-4507-5947-1420-2305-5947-2309-7470 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 0 9.219130e-04
1 17 2 6666-2458-6665-1384-5362-5360-5358-5356-1429-1302-3158-2300-1340-1438-2302-4507-2304-2306-5944-7470 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 0 5.672750e-03
1 17 3 6666-2458-6665-1384-5362-5360-5358-5356-1429-1302-3158-2300-4509-2302-4507-5947-2309-7470 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 0 2.342388e-01
1 17 4 6666-2458-6662-2456-1434-2454-1432-2452-2450-2448-5516-5514-3155-4511-4513-6863-7142-3158-2300-4509-2302-4507-5947-2309-7470 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 0 7.564039e-01
1 17 5 6666-2458-6662-2456-1434-2454-1432-1317-2501-2503-2505-2507-2509-5647-2499-4511-4513-6863-7142-3158-2300-1340-1438-2302-4507-5947-2309-7470 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 0 2.762632e-03
1 18 1 2077-995-6358-4020-6231-6233-3121-5237-2752-7250-7249-1233-5583-5579-1966-3424-522-3420-60-7294 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 0 3.944858e-01
1 18 2 2077-2075-2073-7093-7096-3321-3323-3325-3327-2752-7250-7249-1233-5583-5579-5577-737-736-3420-60-7294 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 0 6.051100e-01
1 18 3 2077-2075-2073-548-6229-7064-6973-6975-6971-6973-6977-3321-3323-3325-3327-2752-7250-7249-1233-5583-5579-1966-3424-522-3420-60-7294 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 0 4.041950e-04
1 18 4 2077-2075-2073-7093-7096-3321-3323-3325-3327-2752-7250-7249-1233-5583-5579-5577-737-736-3420-60-7294 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 0 6.051100e-01
1 18 5 2077-2075-2073-7093-7096-3321-3323-3325-3327-2752-7250-7249-1233-5583-5579-5577-737-736-3420-60-7294 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 0 6.051100e-01
1 19 1 2823-1972-3708-3710-3712-4662-6738-5271-5086-5085-6873-6874-1128-5091-5837-7111-6369-6367-6365-4790-997-2075-2073-7093-7096-6978-6975-6971-6973-6977-3321-7098-7732 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 0 1.581700e-05
1 19 2 2823-1972-3708-3710-3712-7114-6920-724-2146-4662-6738-5271-5086-3962-3338-3337-3328-3122-6234-6232-4019-6227-6229-6980-7732 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 0 5.314825e-02
1 19 3 2823-1972-3708-3710-3712-4662-6738-5271-5086-3962-3338-3337-2352-2354-2356-2358-2360-3119-6238-2072-3907-6227-6229-6980-7732 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 0 1.011204e-02
1 19 4 2823-1972-3708-3710-3712-4662-6738-5271-5086-3962-3338-3337-3328-5237-3326-3324-3322-7098-7066-6971-6973-6975-7065-7732 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 0 1.841932e-02
1 19 5 2823-1972-3708-3710-3712-4662-6738-5271-5086-3962-3338-3337-3328-3122-6234-6232-4019-6227-6229-6980-7732 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 0 9.183046e-01
1 20 1 636-5480-621-5476-5478-5474-6766-5472-6762-6764-2294-5654-5452-5450-7667 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 1 6.930046e-01
1 20 2 636-5480-621-5476-5478-617-618-5472-6762-6764-2294-5654-5452-5450-7667 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 0 3.069954e-01
1 20 3 636-5480-621-5476-5478-5474-6766-5472-6762-6764-2294-5654-5452-5450-7667 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 1 6.930046e-01
1 20 4 636-5480-621-5476-5478-617-618-5472-6762-6764-2294-5654-5452-5450-7667 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 0 3.069954e-01
1 20 5 636-5480-621-5476-5478-617-618-5472-6762-6764-2294-5654-5452-5450-7667 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 0 3.069954e-01
1 21 1 1972-3708-3710-3712-2147-6795-2149-7288-7185-7183-6797-2151-6824-2153-6809-2155-4674-7179-6826-7181-2629-4682-2277-5110-5112-596-6221-4857-4859-4861-6887-4863-4865-4897-4899-4895-7174-7176-4901-4903-4905-4907-6889-6845-4909-7649 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 1 8.655208e-01
1 21 2 1972-3708-3710-3712-2147-6795-2149-7288-7185-7183-6797-2151-6824-2153-6809-2155-4674-7179-6826-7181-2629-4682-2277-5110-5112-596-6221-4857-4859-4861-6887-4863-4865-4897-4899-4895-7174-7176-4901-4903-4905-4907-6889-6845-4909-7649 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 1 8.655208e-01
1 21 3 1972-3708-3710-3712-2147-6795-2149-7288-7185-7183-6797-2151-6824-2153-6809-2155-4674-7179-6826-7181-2629-4682-2277-5110-5112-596-6221-4857-4859-4861-6887-4863-4880-4867-4897-4899-4895-7174-7176-4901-4903-4905-4907-6889-6845-4909-7649 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 0 1.317126e-01
1 21 4 1972-3708-3710-3712-2147-6795-2149-7288-7185-7183-6797-2151-6824-2153-6809-2155-4674-7179-6826-7181-2629-4682-2277-5110-1413-1414-5112-596-6221-4857-4859-4861-6887-4863-4865-4897-4899-4895-7174-7176-4901-4903-4905-4907-6889-6845-4909-7649 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 0 2.766597e-03
1 21 5 1972-3708-3710-3712-2147-6795-2149-7288-7185-7183-6797-2151-6824-2153-6809-2155-4674-7179-6826-7181-2629-4682-2277-5110-5112-596-6221-4857-4859-4861-6887-4863-4865-4897-4899-4895-7174-7176-4901-4903-4905-4907-6889-6845-4909-7649 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 1 8.655208e-01
1 22 1 1312-2154-6808-2152-6823-7462 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 1 1
1 22 2 1312-2154-6808-2152-6823-7462 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 1 1
1 22 3 1312-2154-6808-2152-6823-7462 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 1 1
1 22 4 1312-2154-6808-2152-6823-7462 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 1 1
1 22 5 1312-2154-6808-2152-6823-7462 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 1 1
1 23 1 4708-2326-7258-5895-7252-5897-5899-5901-5903-5985-7096-3321-7098-7066-6976-6977-7095-7094-2074-2076-2078-2359-2357-2355-5832-5268-3639-3344-3346-4683-3353-7221-4661-425-6553-4526-7636 -2.781400e+00 -1.022400e+00 -5.453000e-01 -4.442600e+00 0 1.934287e-03
